Feature ID	Taxon	Confidence
db7f42d2a4ded289e177bb4c00edff61	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.999972244129018
1d49df56b83a383d8b998af9d148f52c	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.9996944289332703
a18c0c17fce3d52dc60506e8730bc996	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	0.998790474488618
84d5a713b1d46f0e0e0f7ba784e9925d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__	0.9954298852453632
b4d07c2a22af0c99c73cf9722200d878	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9999667750549791
eb736939d75ad207f5c1a4f3053d2ee4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__	0.999830577894102
32cc17e12d08b4011ab0ec8c393fd12c	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__	0.9920314819338437
96cf4779be686036f92ee15e58b72d52	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	0.999894469276321
b6b86531ef8d5b24a2b1f0d0cbb40c76	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales;g__Gastranaerophilales;s__	0.9999975439273675
149465e40c1bdbc6230588a58a4d6eb0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.9658778639272086
6ec1023583647a401269990c4e8ad716	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	0.9978506866614284
d9eea834805833ac21a86fdabedd8556	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	0.9654350963549627
68d79c3035521e82b504b081a197d2ed	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__	0.9882731304369764
77c2dc197e6b3dbebc4ee240c6a1c559	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	0.9934172281909689
6928971040e6116b9a3f5c9c9bf41adb	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.999871562563744
c66ec67719e54d2cb0afc3154b3c23af	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__	0.8986736802091548
0243b68c76049aa1b8c51a20333da950	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group;s__	0.9998963566732257
11b7d5a0dd0446562be236a4a9144c75	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter;s__	0.9514494131627745
bdb6ddef008a6d31c019642fb28d7c1d	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter;s__	0.8511689491149611
e502ebea2a54a6f839d310d6d57e7d47	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	0.9999999688591861
